a,b,c,co
21,321,320,1
21,320,321,1
262,391,97,1
126,154,536,1
77,4,511,1
4,521,77,1
4,511,77,1
4,77,521,1
4,77,511,1
536,154,126,1
536,126,154,1
154,536,126,1
154,126,536,1
126,536,154,1
539,534,368,1
77,511,4,1
539,368,534,1
539,368,121,1
539,121,368,1
534,539,368,1
534,368,539,1
534,368,121,1
534,121,368,1
368,539,534,1
368,539,121,1
368,534,539,1
77,4,521,1
77,511,521,1
368,121,539,1
75,230,227,1
230,227,348,1
230,227,75,1
230,75,227,1
227,348,230,1
227,348,75,1
227,230,348,1
227,230,75,1
227,75,348,1
227,75,230,1
75,348,227,1
75,227,348,1
77,521,4,1
75,227,230,1
521,511,77,1
521,77,511,1
521,77,4,1
521,4,77,1
511,521,77,1
511,77,521,1
511,77,4,1
511,4,77,1
77,521,511,1
368,534,121,1
368,121,534,1
21,320,63,1
97,202,8,1
341,8,97,1
202,341,97,1
202,341,8,1
202,97,341,1
202,97,8,1
202,8,341,1
202,8,97,1
97,341,202,1
97,341,8,1
97,202,341,1
97,8,341,1
341,97,8,1
97,8,202,1
8,341,202,1
8,341,97,1
8,202,341,1
8,202,97,1
8,97,341,1
8,97,202,1
540,530,402,1
540,530,370,1
540,530,339,1
341,8,202,1
341,97,202,1
121,539,368,1
373,59,362,1
121,534,368,1
121,368,539,1
121,368,534,1
513,392,370,1
513,370,392,1
392,513,370,1
392,370,513,1
370,513,392,1
370,392,513,1
373,362,59,1
362,373,59,1
341,202,8,1
362,59,373,1
59,373,362,1
59,362,373,1
436,393,374,1
436,374,393,1
393,436,374,1
393,374,436,1
374,436,393,1
374,393,436,1
341,202,97,1
230,348,227,1
348,75,227,1
348,227,75,1
540,8,535,1
197,98,11,1
197,11,98,1
98,197,11,1
98,11,197,1
11,197,98,1
11,98,197,1
540,535,380,1
540,535,8,1
540,380,535,1
540,380,8,1
540,8,380,1
41,441,44,1
535,540,380,1
535,540,8,1
535,380,540,1
535,380,8,1
535,8,540,1
535,8,380,1
380,540,535,1
380,540,8,1
380,535,540,1
380,535,8,1
41,44,441,1
44,41,441,1
348,227,230,1
46,368,23,1
21,63,321,1
21,63,320,1
373,40,18,1
373,18,40,1
40,373,18,1
40,18,373,1
18,373,40,1
18,40,373,1
368,46,23,1
368,23,46,1
46,23,368,1
44,441,41,1
23,368,46,1
23,46,368,1
496,455,370,1
496,370,455,1
455,496,370,1
455,370,496,1
370,496,455,1
370,455,496,1
441,44,41,1
441,41,44,1
380,8,540,1
380,8,535,1
8,540,535,1
320,493,263,1
493,320,263,1
493,263,321,1
493,263,320,1
321,493,320,1
321,493,263,1
321,320,493,1
321,320,263,1
321,263,493,1
321,263,320,1
320,493,321,1
320,321,493,1
8,540,380,1
320,321,263,1
320,263,493,1
320,263,321,1
263,493,321,1
263,493,320,1
263,321,493,1
263,321,320,1
263,320,493,1
263,320,321,1
348,230,227,1
493,320,321,1
493,321,263,1
493,321,320,1
20,61,197,1
8,535,540,1
8,535,380,1
8,380,540,1
8,380,535,1
356,197,61,1
356,61,197,1
356,61,20,1
356,20,61,1
197,356,61,1
197,61,356,1
197,61,20,1
197,20,61,1
61,356,197,1
61,356,20,1
61,197,356,1
61,197,20,1
61,20,356,1
61,20,197,1
20,356,61,1
20,197,61,1
20,61,356,1
262,330,508,1
262,391,330,1
535,368,531,1
26,520,501,1
355,520,501,1
355,520,26,1
355,510,501,1
355,510,26,1
355,501,520,1
355,501,510,1
355,501,26,1
355,26,520,1
355,26,510,1
355,26,501,1
26,520,355,1
501,26,510,1
26,510,501,1
26,510,355,1
26,501,520,1
26,501,510,1
26,501,355,1
26,355,520,1
26,355,510,1
26,355,501,1
493,111,65,1
493,111,63,1
501,26,355,1
501,26,520,1
493,65,63,1
510,355,501,1
520,501,355,1
520,501,26,1
520,355,501,1
520,355,26,1
520,26,501,1
520,26,355,1
510,520,501,1
510,501,520,1
510,501,355,1
510,501,26,1
510,355,26,1
501,355,26,1
510,26,501,1
510,26,355,1
501,520,510,1
501,520,355,1
501,520,26,1
501,510,520,1
501,510,355,1
501,510,26,1
501,355,520,1
501,355,510,1
493,65,111,1
493,63,111,1
220,122,51,1
521,511,339,1
59,535,531,1
59,535,42,1
59,531,535,1
59,531,42,1
59,42,535,1
59,42,531,1
42,535,59,1
42,531,59,1
42,59,535,1
42,59,531,1
521,339,511,1
531,59,42,1
511,521,339,1
511,339,521,1
339,521,511,1
339,511,521,1
434,122,53,1
434,122,51,1
434,53,122,1
434,53,51,1
434,51,122,1
434,51,53,1
531,42,59,1
531,59,535,1
493,63,65,1
63,111,493,1
111,493,65,1
111,493,63,1
111,65,493,1
111,63,493,1
65,493,111,1
65,493,63,1
65,111,493,1
65,63,493,1
63,493,111,1
63,493,65,1
63,65,493,1
531,535,59,1
529,295,26,1
529,26,295,1
295,529,26,1
295,26,529,1
26,529,295,1
26,295,529,1
535,531,59,1
535,59,531,1
535,59,42,1
535,42,59,1
520,501,510,1
520,510,501,1
215,356,373,1
368,511,531,1
511,2,535,1
511,2,531,1
511,2,368,1
368,535,531,1
368,535,511,1
368,535,2,1
368,531,535,1
368,531,511,1
368,531,2,1
368,511,535,1
368,511,2,1
511,368,531,1
368,2,535,1
368,2,531,1
368,2,511,1
2,535,531,1
2,535,511,1
2,535,368,1
2,531,535,1
2,531,511,1
2,531,368,1
2,511,535,1
511,368,2,1
511,368,535,1
215,356,429,1
531,511,2,1
535,368,511,1
535,368,2,1
535,2,531,1
535,2,511,1
535,2,368,1
531,535,511,1
531,535,368,1
531,535,2,1
531,511,535,1
531,511,368,1
531,368,535,1
511,531,2,1
531,368,511,1
531,368,2,1
531,2,535,1
531,2,511,1
531,2,368,1
511,535,531,1
511,535,368,1
511,535,2,1
511,531,535,1
511,531,368,1
2,511,531,1
2,511,368,1
2,368,535,1
373,215,429,1
429,373,356,1
429,373,215,1
429,356,373,1
429,356,215,1
429,215,373,1
429,215,356,1
373,429,356,1
373,429,215,1
373,356,429,1
373,356,215,1
373,215,356,1
2,368,531,1
356,429,373,1
356,429,215,1
356,373,429,1
356,373,215,1
356,215,429,1
356,215,373,1
215,429,373,1
215,429,356,1
215,373,429,1
215,373,356,1
36,348,501,1
36,348,531,1
36,501,348,1
36,501,531,1
2,368,511,1
531,501,348,1
531,501,36,1
531,348,501,1
531,348,36,1
531,36,501,1
531,36,348,1
501,531,348,1
501,531,36,1
501,348,531,1
501,348,36,1
501,36,531,1
501,36,348,1
348,531,501,1
348,531,36,1
348,501,531,1
348,501,36,1
348,36,531,1
348,36,501,1
36,531,501,1
36,531,348,1
220,122,53,1
220,53,122,1
262,391,508,1
128,120,81,1
451,81,514,1
451,81,128,1
451,81,120,1
128,514,451,1
128,514,120,1
128,451,514,1
128,451,120,1
128,451,81,1
128,120,514,1
128,120,451,1
128,81,451,1
451,120,128,1
128,81,120,1
120,514,451,1
120,514,128,1
120,514,81,1
120,451,514,1
120,451,128,1
120,451,81,1
120,128,514,1
120,128,451,1
120,128,81,1
451,120,81,1
451,120,514,1
120,81,451,1
514,128,451,1
28,228,519,1
375,331,65,1
375,65,331,1
331,375,65,1
331,65,375,1
65,375,331,1
65,331,375,1
514,451,128,1
514,451,120,1
514,451,81,1
514,128,120,1
451,128,81,1
514,120,451,1
514,120,128,1
514,120,81,1
514,81,451,1
514,81,120,1
451,514,128,1
451,514,120,1
451,514,81,1
451,128,514,1
451,128,120,1
120,81,514,1
120,81,128,1
220,53,51,1
330,391,508,1
391,330,97,1
391,262,508,1
391,262,330,1
391,262,97,1
391,97,508,1
391,97,330,1
391,97,262,1
330,508,391,1
330,508,262,1
330,508,97,1
330,391,262,1
391,330,508,1
330,391,97,1
330,262,508,1
330,262,391,1
330,262,97,1
330,97,508,1
330,97,391,1
330,97,262,1
262,508,391,1
262,508,330,1
262,508,97,1
391,330,262,1
391,508,97,1
81,514,451,1
508,391,262,1
81,514,120,1
81,451,514,1
81,451,128,1
81,451,120,1
81,128,451,1
81,128,120,1
81,120,514,1
81,120,451,1
81,120,128,1
508,391,330,1
508,391,97,1
391,508,262,1
508,330,391,1
508,330,262,1
508,330,97,1
508,262,391,1
508,262,330,1
508,262,97,1
508,97,391,1
508,97,330,1
508,97,262,1
391,508,330,1
28,519,228,1
228,28,519,1
228,519,28,1
260,424,367,1
51,122,434,1
51,122,220,1
51,122,53,1
51,53,434,1
51,53,220,1
51,53,122,1
424,367,260,1
424,260,367,1
367,424,260,1
367,260,424,1
260,367,424,1
51,220,122,1
408,208,86,1
408,208,26,1
408,86,208,1
408,86,26,1
408,26,208,1
408,26,86,1
208,408,86,1
208,408,26,1
208,86,408,1
208,86,26,1
51,220,53,1
51,434,53,1
519,28,228,1
122,51,220,1
220,51,122,1
220,51,53,1
122,434,53,1
122,434,51,1
122,220,53,1
122,220,51,1
122,53,434,1
122,53,220,1
122,53,51,1
122,51,434,1
122,51,53,1
51,434,122,1
53,434,122,1
53,434,51,1
53,220,122,1
53,220,51,1
53,122,434,1
53,122,220,1
53,122,51,1
53,51,434,1
53,51,220,1
53,51,122,1
208,26,408,1
208,26,86,1
86,408,208,1
355,63,510,1
447,536,454,1
447,461,536,1
447,454,536,1
520,355,63,1
520,63,355,1
510,355,63,1
510,63,355,1
355,520,63,1
355,510,63,1
355,63,520,1
63,520,355,1
86,408,26,1
63,510,355,1
63,355,520,1
63,355,510,1
493,60,18,1
493,18,60,1
60,493,18,1
60,18,493,1
18,493,60,1
18,60,493,1
519,228,28,1
447,536,461,1
454,447,536,1
454,461,536,1
454,536,447,1
86,208,408,1
86,208,26,1
86,26,408,1
86,26,208,1
26,408,208,1
26,408,86,1
26,208,408,1
26,208,86,1
26,86,408,1
26,86,208,1
536,461,454,1
536,461,447,1
536,454,461,1
536,454,447,1
536,447,461,1
536,447,454,1
461,536,454,1
461,536,447,1
461,454,536,1
461,447,536,1
454,536,461,1
51,104,433,1
51,220,74,1
51,220,104,1
16,466,336,1
466,336,515,1
466,336,16,1
466,16,336,1
336,515,466,1
336,515,16,1
336,466,515,1
336,466,16,1
336,16,515,1
336,16,466,1
16,515,336,1
16,336,515,1
515,16,336,1
16,336,466,1
324,162,1,1
324,1,162,1
162,324,1,1
162,1,324,1
1,324,162,1
1,162,324,1
536,519,266,1
536,519,167,1
536,519,21,1
466,515,336,1
515,336,16,1
536,266,167,1
240,263,64,1
63,214,511,1
63,214,92,1
63,92,214,1
263,240,65,1
263,240,64,1
263,65,240,1
263,65,64,1
263,64,240,1
263,64,65,1
240,263,65,1
240,65,263,1
515,336,466,1
240,64,263,1
65,263,240,1
65,263,64,1
65,240,263,1
65,64,263,1
64,263,240,1
64,263,65,1
64,240,263,1
64,65,263,1
515,466,336,1
536,266,519,1
536,266,111,1
167,519,111,1
266,111,536,1
266,536,167,1
266,536,111,1
266,536,21,1
266,519,536,1
266,519,167,1
266,519,21,1
266,167,536,1
266,167,519,1
266,167,111,1
266,167,21,1
266,111,167,1
519,21,167,1
266,111,21,1
266,21,536,1
266,21,519,1
266,21,167,1
266,21,111,1
167,536,519,1
167,536,266,1
167,536,111,1
167,536,21,1
167,519,536,1
266,536,519,1
519,21,266,1
536,266,21,1
536,21,111,1
536,167,519,1
536,167,266,1
536,167,111,1
536,167,21,1
536,111,266,1
536,111,167,1
536,111,21,1
536,21,519,1
536,21,266,1
536,21,167,1
519,536,266,1
519,21,536,1
519,536,167,1
519,536,21,1
519,266,536,1
519,266,167,1
519,266,21,1
519,167,536,1
519,167,266,1
519,167,111,1
519,167,21,1
519,111,167,1
63,214,521,1
63,511,214,1
63,521,214,1
76,97,440,1
440,3,97,1
440,3,76,1
97,440,76,1
97,440,3,1
97,76,440,1
97,76,3,1
97,3,440,1
97,3,76,1
76,440,97,1
76,440,3,1
76,97,3,1
440,76,97,1
76,3,440,1
76,3,97,1
3,440,97,1
3,440,76,1
3,97,440,1
3,97,76,1
3,76,440,1
3,76,97,1
352,102,86,1
352,102,81,1
440,76,3,1
440,97,3,1
92,63,214,1
308,507,355,1
507,308,355,1
507,308,77,1
507,77,355,1
507,77,308,1
355,507,308,1
355,507,77,1
355,308,507,1
355,308,77,1
355,77,507,1
355,77,308,1
308,507,77,1
440,97,76,1
308,355,507,1
308,355,77,1
308,77,507,1
308,77,355,1
77,507,355,1
77,507,308,1
77,355,507,1
77,355,308,1
77,308,507,1
77,308,355,1
352,86,102,1
352,86,81,1
352,81,102,1
162,348,373,1
493,63,229,1
229,493,63,1
229,63,493,1
63,493,229,1
63,229,493,1
373,348,162,1
373,162,348,1
348,373,162,1
348,162,373,1
162,373,348,1
521,214,63,1
352,81,86,1
521,63,214,1
511,214,63,1
511,63,214,1
214,521,63,1
214,511,63,1
214,92,63,1
214,63,521,1
214,63,511,1
214,63,92,1
92,214,63,1
493,229,63,1
11,513,541,1
11,541,513,1
513,11,541,1
102,352,86,1
102,352,81,1
102,86,352,1
102,86,81,1
102,81,352,1
102,81,86,1
86,352,102,1
86,352,81,1
86,102,352,1
86,102,81,1
86,81,352,1
86,81,102,1
81,352,102,1
81,352,86,1
81,102,352,1
81,102,86,1
81,86,352,1
81,86,102,1
541,513,11,1
541,11,513,1
513,541,11,1
167,519,266,1
167,519,21,1
507,355,308,1
208,375,308,1
375,208,308,1
375,208,65,1
375,65,308,1
375,65,208,1
308,375,208,1
308,375,65,1
308,208,375,1
308,208,65,1
308,65,375,1
308,65,208,1
208,375,65,1
375,308,208,1
208,308,375,1
208,308,65,1
208,65,375,1
208,65,308,1
65,375,308,1
65,375,208,1
65,308,375,1
65,308,208,1
65,208,375,1
65,208,308,1
375,308,65,1
43,339,427,1
539,470,63,1
427,428,339,1
21,518,380,1
21,518,361,1
21,380,518,1
21,380,361,1
21,361,518,1
21,361,380,1
428,427,339,1
428,339,427,1
428,339,43,1
428,43,339,1
427,339,428,1
43,339,428,1
427,339,43,1
427,43,339,1
339,428,427,1
339,428,43,1
339,427,428,1
339,427,43,1
339,43,428,1
339,43,427,1
43,428,339,1
43,427,339,1
539,470,81,1
539,81,470,1
167,266,536,1
339,86,80,1
348,507,446,1
348,507,373,1
348,446,507,1
348,446,373,1
348,373,507,1
348,373,446,1
339,308,86,1
339,308,80,1
339,86,308,1
339,86,81,1
339,81,86,1
373,348,507,1
339,81,80,1
339,80,308,1
339,80,86,1
339,80,81,1
308,339,86,1
308,339,80,1
308,86,339,1
308,86,80,1
308,81,80,1
308,80,339,1
373,348,446,1
373,446,348,1
539,81,63,1
63,539,470,1
539,63,470,1
539,63,81,1
470,539,81,1
470,539,63,1
470,81,539,1
470,63,539,1
81,539,470,1
81,539,63,1
81,470,539,1
81,63,539,1
63,539,81,1
373,507,348,1
63,470,539,1
63,81,539,1
507,446,348,1
507,373,348,1
507,348,446,1
507,348,373,1
446,507,348,1
446,373,348,1
446,348,507,1
446,348,373,1
361,21,380,1
361,21,518,1
361,380,21,1
21,167,536,1
21,536,266,1
21,536,167,1
21,536,111,1
21,519,536,1
21,519,266,1
21,519,167,1
21,266,536,1
21,266,519,1
21,266,167,1
21,266,111,1
21,167,519,1
111,21,167,1
21,167,266,1
21,167,111,1
21,111,536,1
21,111,266,1
21,111,167,1
535,529,267,1
535,529,50,1
535,267,529,1
535,267,50,1
535,267,19,1
21,536,519,1
111,21,266,1
361,380,518,1
167,21,111,1
167,266,519,1
167,266,111,1
167,266,21,1
167,111,536,1
167,111,519,1
167,111,266,1
167,111,21,1
167,21,536,1
167,21,519,1
167,21,266,1
111,536,266,1
111,21,536,1
111,536,167,1
111,536,21,1
111,519,167,1
111,266,536,1
111,266,167,1
111,266,21,1
111,167,536,1
111,167,519,1
111,167,266,1
111,167,21,1
535,50,529,1
535,50,267,1
535,19,267,1
518,361,380,1
50,19,529,1
50,19,267,1
19,535,267,1
19,529,50,1
19,267,535,1
19,267,50,1
19,50,529,1
19,50,267,1
518,380,361,1
518,380,21,1
518,361,21,1
529,535,267,1
518,21,380,1
518,21,361,1
380,518,361,1
380,518,21,1
380,361,518,1
380,361,21,1
380,21,518,1
380,21,361,1
361,518,380,1
361,518,21,1
50,267,19,1
50,267,529,1
50,267,535,1
50,529,19,1
529,535,50,1
529,267,535,1
529,267,50,1
529,50,535,1
529,50,267,1
529,50,19,1
529,19,50,1
267,535,529,1
267,535,50,1
267,535,19,1
267,529,535,1
267,529,50,1
267,50,535,1
267,50,529,1
267,50,19,1
267,19,535,1
267,19,50,1
50,535,529,1
50,535,267,1
50,529,535,1
50,529,267,1
507,355,77,1
63,65,78,1
51,433,74,1
322,348,436,1
348,322,225,1
348,283,436,1
348,283,322,1
348,283,225,1
348,225,436,1
348,225,322,1
348,225,283,1
322,436,348,1
322,436,283,1
322,436,225,1
322,348,283,1
348,322,436,1
322,348,225,1
322,283,436,1
322,283,348,1
322,225,436,1
322,225,348,1
283,436,348,1
283,436,322,1
283,436,225,1
283,348,436,1
283,348,322,1
348,322,283,1
348,436,225,1
283,322,436,1
436,348,283,1
453,63,373,1
373,460,63,1
373,453,63,1
373,63,460,1
373,63,453,1
63,460,373,1
63,453,373,1
63,373,460,1
63,373,453,1
436,348,322,1
436,348,225,1
348,436,283,1
436,322,348,1
436,322,283,1
436,322,225,1
436,283,348,1
436,283,322,1
436,283,225,1
436,225,348,1
436,225,322,1
436,225,283,1
348,436,322,1
283,348,225,1
283,322,348,1
247,486,436,1
486,436,247,1
19,8,69,1
8,69,19,1
8,19,69,1
493,375,218,1
493,218,375,1
375,493,218,1
375,218,493,1
218,493,375,1
218,375,493,1
486,436,251,1
486,251,436,1
19,69,440,1
486,247,436,1
436,486,251,1
436,486,247,1
436,251,486,1
436,251,247,1
436,247,486,1
436,247,251,1
251,486,436,1
251,436,486,1
251,436,247,1
19,69,8,1
19,440,69,1
283,225,436,1
225,283,348,1
283,225,348,1
225,436,348,1
225,436,322,1
225,436,283,1
225,348,436,1
225,348,322,1
225,348,283,1
225,322,436,1
225,322,348,1
225,283,436,1
496,362,8,1
69,8,19,1
496,8,362,1
362,496,8,1
362,8,496,1
8,496,362,1
8,362,496,1
440,69,19,1
440,19,69,1
69,440,19,1
69,19,440,1
69,19,8,1
453,373,63,1
460,63,373,1
460,373,63,1
97,160,494,1
160,266,97,1
160,266,21,1
160,97,494,1
160,97,266,1
160,97,21,1
160,21,494,1
160,21,266,1
160,21,97,1
97,494,160,1
97,266,160,1
97,160,266,1
160,494,21,1
97,160,21,1
97,21,160,1
21,494,160,1
21,266,160,1
21,160,494,1
21,160,266,1
21,160,97,1
21,97,160,1
494,457,229,1
494,457,91,1
160,266,494,1
160,494,97,1
97,339,409,1
494,266,160,1
73,19,355,1
73,19,26,1
26,355,73,1
26,73,355,1
26,73,19,1
26,19,73,1
19,355,73,1
19,73,355,1
19,73,26,1
19,26,73,1
494,160,266,1
160,494,266,1
494,160,97,1
494,160,21,1
494,97,160,1
494,21,160,1
266,494,160,1
266,160,494,1
266,160,97,1
266,160,21,1
266,97,160,1
266,21,160,1
494,229,457,1
494,229,91,1
494,91,457,1
140,435,504,1
461,29,454,1
454,461,29,1
454,29,461,1
29,461,454,1
29,454,461,1
504,435,140,1
504,140,435,1
435,504,140,1
435,140,504,1
140,504,435,1
435,356,91,1
494,91,229,1
435,91,356,1
356,435,91,1
356,91,435,1
91,435,356,1
91,356,435,1
409,339,97,1
409,97,339,1
339,409,97,1
339,97,409,1
97,409,339,1
461,454,29,1
197,260,524,1
197,524,260,1
260,197,524,1
457,494,229,1
457,494,91,1
457,229,494,1
457,229,91,1
457,91,494,1
457,91,229,1
229,494,457,1
229,494,91,1
229,457,494,1
229,457,91,1
229,91,494,1
229,91,457,1
91,494,457,1
91,494,229,1
91,457,494,1
91,457,229,1
91,229,494,1
91,229,457,1
524,260,197,1
524,197,260,1
260,524,197,1
251,247,436,1
247,436,486,1
63,78,65,1
11,494,259,1
259,159,494,1
259,159,11,1
259,11,494,1
259,11,159,1
159,494,259,1
159,494,11,1
159,259,494,1
159,259,11,1
159,11,494,1
159,11,259,1
11,494,159,1
259,494,159,1
11,259,494,1
11,259,159,1
11,159,494,1
11,159,259,1
513,392,102,1
513,392,63,1
513,102,392,1
513,102,63,1
513,63,392,1
513,63,102,1
259,494,11,1
494,11,159,1
392,513,63,1
446,339,518,1
518,510,339,1
518,446,339,1
518,339,510,1
518,339,446,1
510,518,339,1
510,446,339,1
510,339,518,1
510,339,446,1
446,518,339,1
446,510,339,1
446,339,510,1
494,11,259,1
339,518,510,1
339,518,446,1
339,510,518,1
339,510,446,1
339,446,518,1
339,446,510,1
494,259,159,1
494,259,11,1
494,159,259,1
494,159,11,1
392,513,102,1
392,102,513,1
247,436,251,1
102,211,208,1
211,208,367,1
211,208,102,1
211,102,367,1
211,102,208,1
208,367,211,1
208,211,367,1
208,211,102,1
208,102,211,1
102,367,211,1
102,211,367,1
102,208,211,1
211,367,208,1
542,494,228,1
542,228,494,1
494,542,228,1
494,228,542,1
228,542,494,1
228,494,542,1
78,65,63,1
78,63,65,1
65,78,63,1
65,63,78,1
211,367,102,1
367,102,211,1
392,102,63,1
63,392,513,1
392,63,513,1
392,63,102,1
102,513,392,1
102,513,63,1
102,392,513,1
102,392,63,1
102,63,513,1
102,63,392,1
63,513,392,1
63,513,102,1
63,392,102,1
367,208,211,1
63,102,513,1
63,102,392,1
355,72,19,1
355,19,72,1
72,355,19,1
72,19,355,1
19,355,72,1
19,72,355,1
367,211,208,1
367,211,102,1
65,225,373,1
65,373,225,1
225,65,373,1
470,6,511,1
511,470,4,1
511,295,4,1
511,6,470,1
511,6,4,1
511,4,470,1
511,4,295,1
511,4,6,1
470,511,6,1
470,511,4,1
470,295,6,1
470,6,295,1
69,392,508,1
470,6,4,1
470,4,511,1
470,4,6,1
295,511,4,1
295,470,6,1
295,6,470,1
295,6,4,1
295,4,511,1
295,4,6,1
6,511,470,1
511,470,6,1
69,508,392,1
225,373,65,1
73,16,25,1
247,251,436,1
466,73,25,1
466,73,16,1
466,25,73,1
466,16,73,1
73,466,25,1
73,466,16,1
73,25,466,1
73,25,16,1
73,16,466,1
25,466,73,1
392,69,508,1
25,73,466,1
25,73,16,1
25,16,73,1
16,466,73,1
16,73,466,1
16,73,25,1
16,25,73,1
508,392,69,1
508,69,392,1
392,508,69,1
6,511,4,1
6,470,511,1
6,470,295,1
184,349,379,1
379,101,349,1
379,101,184,1
349,379,184,1
349,379,101,1
349,184,379,1
349,184,101,1
349,101,379,1
349,101,184,1
184,379,349,1
184,379,101,1
184,349,101,1
6,470,4,1
184,101,379,1
184,101,349,1
101,379,349,1
101,379,184,1
101,349,379,1
101,349,184,1
101,184,379,1
101,184,349,1
373,225,65,1
373,65,225,1
379,184,101,1
379,184,349,1
379,349,101,1
379,349,184,1
6,295,470,1
6,295,4,1
6,4,511,1
6,4,470,1
6,4,295,1
4,511,470,1
4,511,295,1
4,511,6,1
4,470,511,1
4,470,6,1
4,295,511,1
4,295,6,1
4,6,511,1
4,6,470,1
4,6,295,1
529,447,208,1
529,208,447,1
447,529,208,1
447,208,529,1
208,529,447,1
208,447,529,1
308,80,86,1
308,80,81,1
86,339,308,1
535,69,140,1
535,157,69,1
535,140,157,1
535,140,91,1
535,140,69,1
535,91,373,1
535,91,157,1
535,91,140,1
535,91,69,1
535,69,373,1
535,69,157,1
535,69,91,1
535,157,140,1
373,535,91,1
373,535,69,1
373,157,140,1
373,157,91,1
373,157,69,1
373,140,157,1
373,140,91,1
373,140,69,1
373,91,535,1
373,91,157,1
535,157,91,1
535,373,69,1
373,91,69,1
436,455,514,1
455,436,514,1
455,436,513,1
455,436,18,1
455,18,436,1
436,514,513,1
436,514,455,1
436,514,18,1
436,513,514,1
436,513,455,1
436,513,18,1
436,455,513,1
535,373,91,1
436,455,18,1
436,18,514,1
436,18,513,1
436,18,455,1
18,514,436,1
18,513,436,1
18,455,436,1
18,436,514,1
18,436,513,1
18,436,455,1
373,91,140,1
373,69,535,1
91,69,157,1
91,373,535,1
140,157,91,1
140,91,535,1
140,91,373,1
140,91,157,1
140,69,535,1
140,69,373,1
91,535,373,1
91,535,157,1
91,535,140,1
91,535,69,1
91,373,157,1
140,157,535,1
91,373,140,1
91,373,69,1
91,157,535,1
91,157,373,1
91,157,140,1
91,157,69,1
91,140,535,1
91,140,373,1
91,140,157,1
91,69,535,1
140,157,373,1
140,373,69,1
373,69,157,1
157,140,91,1
373,69,140,1
373,69,91,1
157,535,140,1
157,535,91,1
157,535,69,1
157,373,140,1
157,373,91,1
157,373,69,1
157,140,535,1
157,140,373,1
157,91,535,1
140,373,91,1
157,91,373,1
157,91,140,1
157,91,69,1
157,69,535,1
157,69,373,1
157,69,91,1
140,535,157,1
140,535,91,1
140,535,69,1
140,373,157,1
455,513,436,1
455,514,436,1
513,18,436,1
82,12,494,1
339,12,82,1
339,12,11,1
339,11,494,1
339,11,82,1
339,11,12,1
82,494,339,1
82,494,12,1
82,339,494,1
82,339,12,1
82,339,11,1
82,12,339,1
339,82,11,1
82,11,339,1
12,494,339,1
12,494,82,1
12,339,494,1
12,339,82,1
12,339,11,1
12,82,494,1
12,82,339,1
12,11,339,1
11,494,339,1
339,12,494,1
339,82,12,1
513,436,18,1
40,206,375,1
40,535,375,1
40,535,206,1
40,531,535,1
40,531,375,1
40,531,206,1
40,375,535,1
40,375,531,1
40,375,206,1
40,206,535,1
40,206,531,1
494,339,82,1
339,82,494,1
494,339,12,1
494,339,11,1
494,82,339,1
494,82,12,1
494,12,339,1
494,12,82,1
494,11,339,1
339,494,82,1
339,494,12,1
339,494,11,1
11,339,494,1
11,339,82,1
11,339,12,1
374,505,499,1
65,112,128,1
65,34,128,1
34,128,112,1
34,128,65,1
34,112,128,1
34,65,128,1
505,499,374,1
505,374,499,1
499,505,374,1
499,374,505,1
374,499,505,1
11,82,339,1
514,513,436,1
514,455,436,1
514,436,513,1
514,436,455,1
514,436,18,1
514,18,436,1
513,514,436,1
513,455,436,1
513,436,514,1
513,436,455,1
65,128,34,1
65,128,112,1
112,34,128,1
112,65,128,1
11,12,339,1
536,355,90,1
536,90,355,1
355,536,90,1
355,90,536,1
90,536,355,1
90,355,536,1
535,373,8,1
535,8,373,1
373,535,8,1
373,8,535,1
8,535,373,1
8,373,535,1
128,112,65,1
128,112,34,1
128,65,112,1
128,65,34,1
128,34,112,1
128,34,65,1
112,128,65,1
112,128,34,1
91,69,373,1
69,535,373,1
86,339,81,1
82,126,486,1
496,42,374,1
374,496,42,1
374,42,496,1
42,496,374,1
42,374,496,1
486,126,82,1
486,82,126,1
126,486,82,1
126,82,486,1
82,486,126,1
422,421,215,1
65,73,466,1
422,215,421,1
422,215,86,1
422,86,215,1
421,422,215,1
421,215,422,1
421,215,86,1
421,86,215,1
215,422,421,1
215,422,86,1
215,421,422,1
496,374,42,1
65,466,73,1
215,86,422,1
336,19,424,1
24,43,276,1
493,260,40,1
493,40,260,1
260,493,40,1
260,40,493,1
40,493,260,1
40,260,493,1
424,336,19,1
424,19,336,1
336,424,19,1
19,424,336,1
73,65,466,1
19,336,424,1
